2023,01,100,404-555-1000,24.40,115,323
2023,01,101,404-555-1001,69.87,289,77
2023,01,102,404-555-1002,15.72,110,827
2023,01,103,404-555-1003,34.72,183,328
2023,01,104,404-555-1004,18.39,926,438
2023,01,105,404-555-1005,9.03,136,785
2023,01,106,404-555-1006,94.82,526,198
2023,01,107,404-555-1007,60.78,157,22
2023,01,108,404-555-1008,74.80,533,926
2023,01,109,404-555-1009,24.58,508,850
2023,01,110,404-555-1010,76.61,994,741
2023,01,111,404-555-1011,63.62,654,234
2023,01,112,404-555-1012,72.90,436,21
2023,01,113,404-555-1013,91.66,350,441
2023,01,114,404-555-1014,31.76,318,16
2023,01,115,404-555-1015,25.31,177,307
2023,01,116,404-555-1016,98.10,174,945
2023,01,117,404-555-1017,73.27,389,379
2023,01,118,404-555-1018,26.98,477,904
2023,01,119,404-555-1019,11.97,181,572
2023,01,120,404-555-1020,10.77,675,988
2023,01,121,404-555-1021,21.32,614,429
2023,01,122,404-555-1022,70.67,777,132
2023,01,123,404-555-1023,77.84,436,726
2023,01,124,404-555-1024,83.58,384,51
2023,01,125,404-555-1025,81.99,985,457
2023,01,126,404-555-1026,29.92,556,576
2023,01,127,404-555-1027,96.18,251,429
2023,01,128,404-555-1028,12.11,918,105
2023,01,129,404-555-1029,70.71,284,717
